0,1
"What is thirty-three billion, two hundred and ten million, four hundred and fourteen thousand, nine hundred and eighty-seven plus eleven billion, four hundred and sixty-five million, four hundred and twenty-two thousand, eight hundred and eighty-one?","forty-four billion, six hundred and seventy-five million, eight hundred and thirty-seven thousand, eight hundred and sixty-eight"
"What is ninety-one billion, seven hundred and seventy-nine million, five hundred and sixty thousand, four hundred and forty-nine plus ninety-eight billion, one hundred and ninety-three million, eight hundred and ninety-four thousand, eight hundred and ninety-eight?","one hundred and eighty-nine billion, nine hundred and seventy-three million, four hundred and fifty-five thousand, three hundred and forty-seven"
"What is nine hundred and sixty-six billion, six hundred and forty-one million, seven hundred thousand, one hundred and ninety-four plus four hundred and sixty billion, twenty-eight million, three hundred and eighty-four thousand, four hundred and forty-seven?","one trillion, four hundred and twenty-six billion, six hundred and seventy million, eighty-four thousand, six hundred and forty-one"
What is one hundred and forty-seven plus nine hundred and twenty?,one thousand and sixty-seven
"What is one hundred and seven million, nine hundred and fifty-nine thousand, six hundred and eighty-four plus two hundred and thirty-two million, three hundred and fifty-eight thousand, two hundred and ninety-two?","three hundred and forty million, three hundred and seventeen thousand, nine hundred and seventy-six"
"What is ninety-two thousand, nine hundred and fifty-one plus forty-one thousand, eight hundred and sixty-four?","one hundred and thirty-four thousand, eight hundred and fifteen"
"What is two hundred and fifty-nine trillion, one hundred and sixty-two billion, five hundred and twenty-nine million, seven hundred and ninety-four thousand, one hundred and twenty plus seven hundred and thirteen trillion, six hundred and ninety billion, four hundred and twenty-one million, nine hundred and sixty-six thousand and six?","nine hundred and seventy-two trillion, eight hundred and fifty-two billion, nine hundred and fifty-one million, seven hundred and sixty thousand, one hundred and twenty-six"
"What is six billion, nine hundred and eleven million, six hundred and eighty-five thousand, seven hundred and eighty-five plus three billion, five hundred and thirty-six million, twenty-eight thousand, three hundred and sixty-five?","ten billion, four hundred and forty-seven million, seven hundred and fourteen thousand, one hundred and fifty"
"What is five billion, seven hundred and sixty-five million, seven hundred and fifty-seven thousand, six hundred and fifty-seven plus two billion, four hundred and eight million, five hundred and forty-one thousand, one hundred and seventy-three?","eight billion, one hundred and seventy-four million, two hundred and ninety-eight thousand, eight hundred and thirty"
"What is fifty-one million, four hundred and sixty-five thousand, two hundred and forty-one plus thirty-four million, ninety-two thousand, four hundred and seventy-one?","eighty-five million, five hundred and fifty-seven thousand, seven hundred and twelve"
"What is eight hundred and twenty-two thousand, four hundred and nineteen plus seven hundred and fifty-six thousand and eighty-nine?","one million, five hundred and seventy-eight thousand, five hundred and eight"
"What is ninety-seven trillion, two hundred and thirteen billion, one hundred and forty-nine million, six hundred and fifty-four thousand, five hundred and one plus seventy-five trillion, one hundred and forty-nine billion, eight hundred and fifty-two million, seven hundred and forty-seven thousand, six hundred and eighty-three?","one hundred and seventy-two trillion, three hundred and sixty-three billion, two million, four hundred and two thousand, one hundred and eighty-four"
"What is one hundred and eighty million, four hundred and ninety-eight thousand, nine hundred and twenty-five plus five hundred and seven million, nine hundred and forty-six thousand, five hundred and ninety-six?","six hundred and eighty-eight million, four hundred and forty-five thousand, five hundred and twenty-one"
What is eight hundred and fifty-four plus one hundred and forty-six?,one thousand
"What is three hundred and fifty-two million, seven hundred and ninety-five thousand, two hundred and sixty plus four hundred and sixty-six million, four hundred and eighty-three thousand, one hundred and thirty-eight?","eight hundred and nineteen million, two hundred and seventy-eight thousand, three hundred and ninety-eight"
"What is seven hundred and seventy-one trillion, two hundred and ninety-five billion, four hundred and seventy-five million, four hundred and sixty-five thousand and eighty-nine plus four hundred and seventy trillion, nine hundred and seventeen billion, eight hundred and seventy-nine million, five hundred and sixty-nine thousand, seven hundred and forty-six?","one quadrillion, two hundred and forty-two trillion, two hundred and thirteen billion, three hundred and fifty-five million, thirty-four thousand, eight hundred and thirty-five"
"What is nine million, one hundred and seventy-nine thousand, four hundred and twelve plus four million, two hundred and seventeen thousand, seven hundred and sixty-two?","thirteen million, three hundred and ninety-seven thousand, one hundred and seventy-four"
"What is twenty-three trillion, four hundred and seventy-five billion, seven hundred and fifty-two million, three hundred and eighty-four thousand, four hundred and thirty-three plus thirty-two trillion, one hundred and sixty billion, five hundred and fifty-two million, seven hundred and ninety-three thousand, nine hundred and twenty-two?","fifty-five trillion, six hundred and thirty-six billion, three hundred and five million, one hundred and seventy-eight thousand, three hundred and fifty-five"
"What is one trillion, eight hundred and fifty-two billion, four hundred and ninety-two million, nine hundred and thirty-six thousand, six hundred and ninety-two plus nine trillion, forty-eight billion, three hundred and eleven million, two hundred and sixty thousand, five hundred and sixty-seven?","ten trillion, nine hundred billion, eight hundred and four million, one hundred and ninety-seven thousand, two hundred and fifty-nine"
"What is four trillion, six hundred and ninety billion, three hundred and thirty-two million, one hundred and seventy-five thousand, one hundred and ninety-seven plus seven trillion, three hundred and twelve billion, eight hundred and eighty-two million, four hundred and thirty-four thousand, eight hundred and twenty-one?","twelve trillion, three billion, two hundred and fourteen million, six hundred and ten thousand and eighteen"
